GEO_ID,STATE,COUNTY,TRACT,NAME,POPUNI,PRED0_E,PRED0_M,PRED0_PE,PRED0_PM,PRED12_E,PRED12_M,PRED12_PE,PRED12_PM,PRED3_E,PRED3_M,PRED3_PE,PRED3_PM,LONG_90_DAY,MAX_WBT,EXPOSED
1400000US53033005202,53,33,5202,"Census Tract 52.02, King County, Washington",3705,612,548,16.52,14.78,1464,601,39.51,16.22,1629,461,43.97,12.44,1,79.5,0
1400000US53033005303,53,33,5303,"Census Tract 53.03, King County, Washington",193,35,30,18.13,15.75,100,34,51.81,17.82,58,28,30.05,14.61,1,79.5,0
1400000US53033005304,53,33,5304,"Census Tract 53.04, King County, Washington",137,25,22,18.25,15.91,52,25,37.96,18.18,60,20,43.8,14.89,1,79.5,0
1400000US53033005305,53,33,5305,"Census Tract 53.05, King County, Washington",2586,410,355,15.85,13.74,746,391,28.85,15.1,1430,302,55.3,11.67,1,79.5,0
1400000US53033005306,53,33,5306,"Census Tract 53.06, King County, Washington",3162,493,458,15.59,14.48,1401,509,44.31,16.1,1268,406,40.1,12.82,1,79.5,0
1400000US53033005307,53,33,5307,"Census Tract 53.07, King County, Washington",1221,204,180,16.71,14.77,377,197,30.88,16.12,640,153,52.42,12.55,1,79.5,0
1400000US53033005401,53,33,5401,"Census Tract 54.01, King County, Washington",3789,815,503,21.51,13.27,2033,550,53.66,14.52,941,445,24.84,11.75,1,79.5,0
1400000US53033005402,53,33,5402,"Census Tract 54.02, King County, Washington",3199,573,391,17.91,12.21,1722,426,53.83,13.31,904,342,28.26,10.68,1,79.5,0
1400000US53033005600,53,33,5600,"Census Tract 56, King County, Washington",6967,1369,756,19.65,10.85,4057,862,58.23,12.38,1541,775,22.12,11.13,1,79.5,0
1400000US53033005700,53,33,5700,"Census Tract 57, King County, Washington",6445,1392,724,21.6,11.23,3738,814,58,12.63,1315,712,20.4,11.05,1,79.5,0
1400000US53033005801,53,33,5801,"Census Tract 58.01, King County, Washington",6021,804,719,13.35,11.94,4055,795,67.35,13.21,1162,656,19.3,10.9,1,79.5,0
1400000US53033005803,53,33,5803,"Census Tract 58.03, King County, Washington",3295,824,401,25.01,12.16,1824,448,55.36,13.58,647,380,19.64,11.54,1,79.5,0
1400000US53033005804,53,33,5804,"Census Tract 58.04, King County, Washington",2966,579,377,19.52,12.72,1380,420,46.53,14.15,1007,347,33.95,11.71,1,79.5,0
1400000US53033005901,53,33,5901,"Census Tract 59.01, King County, Washington",2311,963,275,41.67,11.9,973,305,42.1,13.2,375,255,16.23,11.05,1,79.5,0
1400000US53033005902,53,33,5902,"Census Tract 59.02, King County, Washington",4031,862,442,21.38,10.97,2132,491,52.89,12.18,1037,416,25.73,10.33,1,79.5,0
1400000US53033006000,53,33,6000,"Census Tract 60, King County, Washington",5808,1092,682,18.8,11.73,3537,763,60.9,13.14,1179,665,20.3,11.45,1,79.5,0
1400000US53033006100,53,33,6100,"Census Tract 61, King County, Washington",5575,828,660,14.85,11.84,3400,733,60.99,13.15,1347,620,24.16,11.12,1,79.5,0
1400000US53033006200,53,33,6200,"Census Tract 62, King County, Washington",3965,1248,426,31.48,10.75,1894,481,47.77,12.13,823,424,20.76,10.7,1,79.5,0
1400000US53033006300,53,33,6300,"Census Tract 63, King County, Washington",5426,1192,659,21.97,12.14,2421,767,44.62,14.14,1813,718,33.41,13.23,1,79.5,0
1400000US53033006400,53,33,6400,"Census Tract 64, King County, Washington",3334,951,388,28.52,11.62,1669,433,50.06,13,714,375,21.42,11.25,1,79.5,0
1400000US53033006500,53,33,6500,"Census Tract 65, King County, Washington",4586,790,534,17.23,11.64,2660,594,58,12.95,1136,506,24.77,11.03,1,79.5,0
1400000US53033006600,53,33,6600,"Census Tract 66, King County, Washington",4012,699,522,17.42,13.01,2603,574,64.88,14.3,710,467,17.7,11.64,1,79.5,0
1400000US53033006701,53,33,6701,"Census Tract 67.01, King County, Washington",4141,595,570,14.37,13.77,2250,626,54.33,15.11,1296,485,31.3,11.72,1,79.5,0
1400000US53033006702,53,33,6702,"Census Tract 67.02, King County, Washington",3276,448,444,13.68,13.57,1955,496,59.68,15.13,873,409,26.65,12.48,1,79.5,0
1400000US53033006703,53,33,6703,"Census Tract 67.03, King County, Washington",3212,512,398,15.94,12.38,1823,442,56.76,13.76,877,373,27.3,11.6,1,79.5,0
1400000US53033006800,53,33,6800,"Census Tract 68, King County, Washington",3262,1164,401,35.68,12.29,1341,445,41.11,13.64,757,377,23.21,11.54,1,79.5,0
1400000US53033006900,53,33,6900,"Census Tract 69, King County, Washington",4589,1222,577,26.63,12.58,2419,643,52.71,14.01,948,549,20.66,11.97,1,79.5,0
1400000US53033007001,53,33,7001,"Census Tract 70.01, King County, Washington",3722,995,444,26.73,11.94,1507,512,40.49,13.75,1220,473,32.78,12.7,1,79.5,0
1400000US53033007002,53,33,7002,"Census Tract 70.02, King County, Washington",3928,682,483,17.36,12.29,1984,536,50.51,13.64,1262,450,32.13,11.45,1,79.5,0
1400000US53033007101,53,33,7101,"Census Tract 71.01, King County, Washington",3213,463,443,14.41,13.78,1877,486,58.42,15.12,873,387,27.17,12.03,1,79.5,0
1400000US53033007102,53,33,7102,"Census Tract 71.02, King County, Washington",2658,331,342,12.45,12.87,1459,378,54.89,14.22,868,307,32.66,11.55,1,79.5,0
1400000US53033007201,53,33,7201,"Census Tract 72.01, King County, Washington",4726,721,627,15.26,13.27,2201,694,46.57,14.68,1804,559,38.17,11.82,1,79.5,0
1400000US53033007202,53,33,7202,"Census Tract 72.02, King County, Washington",4214,606,556,14.38,13.2,2498,626,59.28,14.85,1110,527,26.34,12.5,1,79.5,0
1400000US53033007203,53,33,7203,"Census Tract 72.03, King County, Washington",3493,667,449,19.1,12.86,1907,494,54.59,14.14,919,383,26.31,10.98,1,79.5,0
1400000US53033007301,53,33,7301,"Census Tract 73.01, King County, Washington",3807,538,522,14.13,13.71,1822,576,47.86,15.12,1447,455,38.01,11.96,1,79.5,0
1400000US53033007302,53,33,7302,"Census Tract 73.02, King County, Washington",5087,655,666,12.88,13.09,2878,735,56.58,14.44,1554,587,30.55,11.55,1,79.5,0
1400000US53033007303,53,33,7303,"Census Tract 73.03, King County, Washington",3954,451,497,11.41,12.57,1759,567,44.49,14.35,1744,504,44.11,12.75,1,79.5,0
1400000US53033007403,53,33,7403,"Census Tract 74.03, King County, Washington",2520,310,320,12.3,12.7,1536,350,60.95,13.89,674,279,26.75,11.07,1,79.5,0
1400000US53033007404,53,33,7404,"Census Tract 74.04, King County, Washington",2757,353,357,12.8,12.95,1237,390,44.87,14.16,1167,313,42.33,11.36,1,79.5,0
1400000US53033007405,53,33,7405,"Census Tract 74.05, King County, Washington",2790,454,409,16.27,14.67,1631,450,58.46,16.12,705,360,25.27,12.9,1,79.5,0
1400000US53033007406,53,33,7406,"Census Tract 74.06, King County, Washington",2572,335,338,13.02,13.13,1460,372,56.77,14.44,777,302,30.21,11.73,1,79.5,0
1400000US53033007501,53,33,7501,"Census Tract 75.01, King County, Washington",3872,558,518,14.41,13.37,2104,572,54.34,14.76,1210,472,31.25,12.19,1,79.5,0
1400000US53033007502,53,33,7502,"Census Tract 75.02, King County, Washington",3446,628,470,18.22,13.64,1602,515,46.49,14.94,1216,411,35.29,11.92,1,79.5,0
1400000US53033007503,53,33,7503,"Census Tract 75.03, King County, Washington",2450,401,341,16.37,13.92,1213,370,49.51,15.12,836,283,34.12,11.56,1,79.5,0
1400000US53033007600,53,33,7600,"Census Tract 76, King County, Washington",4270,923,575,21.62,13.47,2358,641,55.22,15.02,989,550,23.16,12.88,1,79.5,0
1400000US53033007700,53,33,7700,"Census Tract 77, King County, Washington",5332,1751,665,32.84,12.47,2657,740,49.83,13.89,924,626,17.33,11.73,1,79.5,0
1400000US53033007800,53,33,7800,"Census Tract 78, King County, Washington",5185,930,610,17.94,11.77,3174,694,61.22,13.38,1081,623,20.85,12.01,1,79.5,0
1400000US53033007901,53,33,7901,"Census Tract 79.01, King County, Washington",2794,319,350,11.42,12.54,1360,397,48.68,14.22,1115,347,39.91,12.43,1,79.5,0
1400000US53033007902,53,33,7902,"Census Tract 79.02, King County, Washington",3662,609,474,16.63,12.95,1961,526,53.55,14.37,1092,434,29.82,11.85,1,79.5,0
1400000US53033008002,53,33,8002,"Census Tract 80.02, King County, Washington",4436,649,536,14.63,12.08,1603,608,36.14,13.69,2184,529,49.23,11.93,1,79.5,0
1400000US53033008003,53,33,8003,"Census Tract 80.03, King County, Washington",4154,570,524,13.72,12.6,2085,588,50.19,14.16,1499,498,36.09,11.99,1,79.5,0
1400000US53033008004,53,33,8004,"Census Tract 80.04, King County, Washington",3437,651,489,18.94,14.24,1539,546,44.78,15.87,1247,454,36.28,13.21,1,79.5,0
1400000US53033008101,53,33,8101,"Census Tract 81.01, King County, Washington",2814,453,348,16.1,12.37,1226,410,43.57,14.56,1135,377,40.33,13.41,1,79.5,0
1400000US53033008102,53,33,8102,"Census Tract 81.02, King County, Washington",2917,329,360,11.28,12.33,1153,401,39.53,13.76,1435,341,49.19,11.68,1,79.5,0
1400000US53033008200,53,33,8200,"Census Tract 82, King County, Washington",4841,524,547,10.82,11.29,2578,629,53.25,12.99,1739,579,35.92,11.97,1,79.5,0
1400000US53033008300,53,33,8300,"Census Tract 83, King County, Washington",3438,498,439,14.49,12.77,1790,501,52.07,14.58,1150,444,33.45,12.9,1,79.5,0
1400000US53033008401,53,33,8401,"Census Tract 84.01, King County, Washington",3486,546,461,15.66,13.22,1806,524,51.81,15.03,1134,451,32.53,12.95,1,79.5,0
1400000US53033008402,53,33,8402,"Census Tract 84.02, King County, Washington",2935,443,411,15.09,14,1625,447,55.37,15.22,867,346,29.54,11.78,1,79.5,0
1400000US53033008500,53,33,8500,"Census Tract 85, King County, Washington",3694,384,454,10.4,12.3,1150,547,31.13,14.8,2160,512,58.47,13.87,1,79.5,0
1400000US53033008600,53,33,8600,"Census Tract 86, King County, Washington",5258,697,676,13.26,12.86,2617,756,49.77,14.37,1944,626,36.97,11.9,1,79.5,0
1400000US53033008700,53,33,8700,"Census Tract 87, King County, Washington",4224,631,540,14.94,12.78,2579,604,61.06,14.3,1014,506,24.01,11.99,1,79.5,0
1400000US53033008800,53,33,8800,"Census Tract 88, King County, Washington",3780,985,427,26.06,11.29,2086,480,55.19,12.69,709,413,18.76,10.92,1,79.5,0
1400000US53033008900,53,33,8900,"Census Tract 89, King County, Washington",5488,870,628,15.85,11.45,3050,716,55.58,13.05,1568,628,28.57,11.43,2,79.8,1
1400000US53033009000,53,33,9000,"Census Tract 90, King County, Washington",4367,549,525,12.57,12.01,2015,620,46.14,14.2,1803,568,41.29,13,2,79.8,1
1400000US53033009100,53,33,9100,"Census Tract 91, King County, Washington",3059,313,376,10.23,12.28,940,458,30.73,14.96,1806,435,59.04,14.22,2,79.8,1
1400000US53033009200,53,33,9200,"Census Tract 92, King County, Washington",3447,354,419,10.27,12.15,1120,497,32.49,14.4,1973,460,57.24,13.35,2,79.8,1
1400000US53033009300,53,33,9300,"Census Tract 93, King County, Washington",3628,835,429,23.02,11.82,1498,497,41.29,13.7,1295,423,35.69,11.65,2,79.8,1
1400000US53033009400,53,33,9400,"Census Tract 94, King County, Washington",6634,1460,785,22.01,11.83,3641,905,54.88,13.64,1533,797,23.11,12.01,2,79.8,1
1400000US53033009500,53,33,9500,"Census Tract 95, King County, Washington",6731,1353,776,20.1,11.53,2429,894,36.09,13.28,2949,804,43.81,11.94,2,79.8,1
1400000US53033009600,53,33,9600,"Census Tract 96, King County, Washington",5741,915,631,15.94,10.99,2070,730,36.06,12.72,2756,676,48.01,11.77,2,79.8,1
1400000US53033009701,53,33,9701,"Census Tract 97.01, King County, Washington",5840,1394,675,23.87,11.55,3483,755,59.64,12.93,963,666,16.49,11.41,2,79.8,1
1400000US53033009702,53,33,9702,"Census Tract 97.02, King County, Washington",5746,1280,667,22.28,11.62,2899,746,50.45,12.99,1567,650,27.27,11.32,2,79.8,1
1400000US53033009801,53,33,9801,"Census Tract 98.01, King County, Washington",3745,973,430,25.98,11.47,1839,477,49.11,12.73,933,405,24.91,10.8,2,79.8,1
1400000US53033009802,53,33,9802,"Census Tract 98.02, King County, Washington",3438,644,401,18.73,11.68,2143,445,62.33,12.96,651,378,18.94,11,2,79.8,1
1400000US53033009900,53,33,9900,"Census Tract 99, King County, Washington",6181,2039,711,32.99,11.51,2280,793,36.89,12.82,1862,665,30.12,10.76,2,79.8,1
1400000US53033010001,53,33,10001,"Census Tract 100.01, King County, Washington",4673,584,486,12.5,10.4,2167,587,46.37,12.57,1922,552,41.13,11.8,2,79.8,1
1400000US53033010002,53,33,10002,"Census Tract 100.02, King County, Washington",4930,755,638,15.31,12.93,2582,741,52.37,15.03,1593,656,32.31,13.31,2,79.8,1
1400000US53033010101,53,33,10101,"Census Tract 101.01, King County, Washington",4413,644,486,14.59,11.01,1995,588,45.21,13.33,1774,548,40.2,12.42,2,79.8,1
1400000US53033010102,53,33,10102,"Census Tract 101.02, King County, Washington",4397,1349,457,30.68,10.38,1715,536,39,12.19,1333,491,30.32,11.16,2,79.8,1
1400000US53033010200,53,33,10200,"Census Tract 102, King County, Washington",5009,1313,572,26.21,11.43,2353,660,46.98,13.17,1343,597,26.81,11.92,2,79.8,1
1400000US53033010301,53,33,10301,"Census Tract 103.01, King County, Washington",3877,958,438,24.71,11.3,1840,513,47.46,13.23,1079,468,27.83,12.06,2,79.8,1
1400000US53033010302,53,33,10302,"Census Tract 103.02, King County, Washington",3759,590,499,15.7,13.26,2041,562,54.3,14.94,1128,479,30.01,12.75,2,79.8,1
1400000US53033010401,53,33,10401,"Census Tract 104.01, King County, Washington",4677,1063,479,22.73,10.24,2421,569,51.76,12.17,1193,521,25.51,11.13,2,79.8,1
1400000US53033010402,53,33,10402,"Census Tract 104.02, King County, Washington",5211,1302,572,24.99,10.98,2147,675,41.2,12.95,1762,610,33.81,11.7,2,79.8,1
1400000US53033010501,53,33,10501,"Census Tract 105.01, King County, Washington",4726,518,579,10.96,12.24,2959,653,62.61,13.81,1249,571,26.43,12.09,2,79.8,1
1400000US53033010502,53,33,10502,"Census Tract 105.02, King County, Washington",5200,664,622,12.77,11.96,2356,700,45.31,13.45,2180,612,41.92,11.76,2,79.8,1
1400000US53033010601,53,33,10601,"Census Tract 106.01, King County, Washington",3999,883,454,22.08,11.35,2185,512,54.64,12.81,931,448,23.28,11.2,2,79.8,1
1400000US53033010602,53,33,10602,"Census Tract 106.02, King County, Washington",3903,974,432,24.96,11.06,1934,488,49.55,12.5,995,432,25.49,11.07,2,79.8,1
1400000US53033010701,53,33,10701,"Census Tract 107.01, King County, Washington",4144,670,457,16.17,11.02,1246,526,30.07,12.69,2228,461,53.76,11.12,2,79.8,1
1400000US53033010702,53,33,10702,"Census Tract 107.02, King County, Washington",4571,1136,498,24.85,10.88,2027,597,44.34,13.05,1408,542,30.8,11.87,2,79.8,1
1400000US53033010800,53,33,10800,"Census Tract 108, King County, Washington",5066,962,536,18.99,10.58,3232,610,63.8,12.04,872,529,17.21,10.45,2,79.8,1
1400000US53033010900,53,33,10900,"Census Tract 109, King County, Washington",1438,202,197,14.05,13.68,915,218,63.63,15.13,321,181,22.32,12.61,2,79.8,1
1400000US53033011001,53,33,11001,"Census Tract 110.01, King County, Washington",4966,594,531,11.96,10.69,1498,660,30.17,13.28,2874,621,57.87,12.51,2,79.8,1
1400000US53033011002,53,33,11002,"Census Tract 110.02, King County, Washington",4777,793,503,16.6,10.52,1911,608,40,12.73,2073,557,43.4,11.66,2,79.8,1
1400000US53033011101,53,33,11101,"Census Tract 111.01, King County, Washington",5932,1974,720,33.28,12.14,2054,856,34.63,14.44,1904,778,32.1,13.12,2,79.8,1
1400000US53033011102,53,33,11102,"Census Tract 111.02, King County, Washington",4697,755,535,16.07,11.4,1979,637,42.13,13.56,1963,588,41.79,12.52,2,79.8,1
1400000US53033011200,53,33,11200,"Census Tract 112, King County, Washington",3783,423,457,11.18,12.08,1989,547,52.58,14.45,1371,491,36.24,12.98,2,79.8,1
1400000US53033011300,53,33,11300,"Census Tract 113, King County, Washington",6623,2794,727,42.19,10.97,2059,852,31.09,12.86,1770,769,26.73,11.61,2,79.8,1
1400000US53033011401,53,33,11401,"Census Tract 114.01, King County, Washington",4221,885,490,20.97,11.6,1966,560,46.58,13.26,1370,484,32.46,11.48,2,79.8,1
1400000US53033011402,53,33,11402,"Census Tract 114.02, King County, Washington",4241,989,460,23.32,10.84,2061,551,48.6,13,1191,502,28.08,11.83,2,79.8,1
1400000US53033011500,53,33,11500,"Census Tract 115, King County, Washington",4358,942,490,21.62,11.24,2768,546,63.52,12.52,648,464,14.87,10.65,2,79.8,1
1400000US53033011601,53,33,11601,"Census Tract 116.01, King County, Washington",3486,677,387,19.42,11.11,2102,442,60.3,12.66,707,395,20.28,11.33,2,79.8,1
1400000US53033011602,53,33,11602,"Census Tract 116.02, King County, Washington",3240,973,360,30.03,11.11,1538,407,47.47,12.57,729,364,22.5,11.23,2,79.8,1
1400000US53033011700,53,33,11700,"Census Tract 117, King County, Washington",5878,728,588,12.39,10,2523,708,42.92,12.04,2627,649,44.69,11.04,2,79.8,1
1400000US53033011801,53,33,11801,"Census Tract 118.01, King County, Washington",3894,856,413,21.98,10.6,1855,496,47.64,12.73,1183,452,30.38,11.6,2,79.8,1
1400000US53033011802,53,33,11802,"Census Tract 118.02, King County, Washington",4306,762,475,17.7,11.03,1460,582,33.91,13.52,2084,540,48.4,12.54,2,79.8,1
1400000US53033011901,53,33,11901,"Census Tract 119.01, King County, Washington",3841,817,481,21.27,12.53,1573,580,40.95,15.11,1451,535,37.78,13.94,2,79.8,1
1400000US53033011902,53,33,11902,"Census Tract 119.02, King County, Washington",3932,607,425,15.44,10.82,2110,503,53.66,12.8,1215,462,30.9,11.74,2,79.8,1
1400000US53033012000,53,33,12000,"Census Tract 120, King County, Washington",3474,457,411,13.15,11.82,2192,460,63.1,13.24,825,398,23.75,11.45,2,79.8,1
1400000US53033012100,53,33,12100,"Census Tract 121, King County, Washington",2745,661,306,24.08,11.16,1268,352,46.19,12.82,816,322,29.73,11.73,2,79.8,1
1400000US53033020100,53,33,20100,"Census Tract 201, King County, Washington",3291,896,366,27.23,11.11,1522,424,46.25,12.88,873,396,26.53,12.03,1,79.5,0
1400000US53033020200,53,33,20200,"Census Tract 202, King County, Washington",5835,1510,616,25.88,10.55,2756,733,47.23,12.56,1569,687,26.89,11.77,1,79.5,0
1400000US53033020301,53,33,20301,"Census Tract 203.01, King County, Washington",3768,795,439,21.1,11.65,1714,507,45.49,13.47,1259,449,33.41,11.92,1,79.5,0
1400000US53033020302,53,33,20302,"Census Tract 203.02, King County, Washington",3735,977,423,26.16,11.33,1278,500,34.22,13.39,1480,459,39.63,12.3,1,79.5,0
1400000US53033020401,53,33,20401,"Census Tract 204.01, King County, Washington",3888,1148,434,29.53,11.17,1617,495,41.59,12.73,1123,432,28.88,11.11,1,79.5,0
1400000US53033020402,53,33,20402,"Census Tract 204.02, King County, Washington",5620,1655,649,29.45,11.54,2585,744,46,13.24,1380,663,24.56,11.8,1,79.5,0
1400000US53033020500,53,33,20500,"Census Tract 205, King County, Washington",7422,1762,806,23.74,10.86,3253,935,43.83,12.59,2407,841,32.43,11.33,1,79.5,0
1400000US53033020600,53,33,20600,"Census Tract 206, King County, Washington",3824,869,427,22.72,11.16,2114,492,55.28,12.86,841,438,21.99,11.45,1,79.5,0
1400000US53033020700,53,33,20700,"Census Tract 207, King County, Washington",4170,1088,447,26.09,10.71,1907,516,45.73,12.36,1175,457,28.18,10.95,1,79.5,0
1400000US53033020800,53,33,20800,"Census Tract 208, King County, Washington",4541,1892,467,41.66,10.28,1747,544,38.47,11.98,902,499,19.86,11,1,79.5,0
1400000US53033020900,53,33,20900,"Census Tract 209, King County, Washington",3559,740,407,20.79,11.43,1512,473,42.48,13.28,1307,430,36.72,12.07,1,79.5,0
1400000US53033021000,53,33,21000,"Census Tract 210, King County, Washington",5977,1142,671,19.11,11.22,3156,782,52.8,13.09,1679,706,28.09,11.82,1,79.5,0
1400000US53033021100,53,33,21100,"Census Tract 211, King County, Washington",4529,674,497,14.88,10.98,2062,587,45.53,12.95,1793,547,39.59,12.08,1,79.5,0
1400000US53033021300,53,33,21300,"Census Tract 213, King County, Washington",4009,809,427,20.18,10.65,2154,491,53.73,12.24,1046,440,26.09,10.97,1,79.5,0
1400000US53033021400,53,33,21400,"Census Tract 214, King County, Washington",3833,877,434,22.88,11.31,1884,494,49.15,12.89,1072,442,27.97,11.53,1,79.5,0
1400000US53033021500,53,33,21500,"Census Tract 215, King County, Washington",4543,2012,476,44.29,10.48,1780,546,39.18,12.01,751,493,16.53,10.85,1,79.5,0
1400000US53033021600,53,33,21600,"Census Tract 216, King County, Washington",5398,1084,620,20.08,11.49,2369,712,43.89,13.19,1945,636,36.03,11.78,1,79.5,0
1400000US53033021701,53,33,21701,"Census Tract 217.01, King County, Washington",4557,1592,492,34.94,10.8,2321,548,50.93,12.01,644,453,14.13,9.94,0,79.7,0
1400000US53033021702,53,33,21702,"Census Tract 217.02, King County, Washington",4627,902,522,19.49,11.28,1877,604,40.57,13.05,1848,535,39.94,11.57,0,79.7,0
1400000US53033021802,53,33,21802,"Census Tract 218.02, King County, Washington",6034,1493,735,24.74,12.18,3467,806,57.46,13.36,1074,668,17.8,11.08,0,79.7,0
1400000US53033021803,53,33,21803,"Census Tract 218.03, King County, Washington",6034,1952,693,32.35,11.48,2357,799,39.06,13.24,1725,717,28.59,11.87,0,79.7,0
1400000US53033021804,53,33,21804,"Census Tract 218.04, King County, Washington",5413,1759,615,32.5,11.37,2611,692,48.24,12.78,1043,592,19.27,10.93,0,79.7,0
1400000US53033021903,53,33,21903,"Census Tract 219.03, King County, Washington",6131,1228,728,20.03,11.87,2711,836,44.22,13.63,2192,742,35.75,12.1,0,79.7,0
1400000US53033021904,53,33,21904,"Census Tract 219.04, King County, Washington",5748,1093,666,19.02,11.58,3288,759,57.2,13.2,1367,657,23.78,11.42,0,79.7,0
1400000US53033021905,53,33,21905,"Census Tract 219.05, King County, Washington",5502,1902,637,34.57,11.58,2436,732,44.27,13.3,1164,643,21.16,11.69,0,79.7,0
1400000US53033021906,53,33,21906,"Census Tract 219.06, King County, Washington",4639,2215,508,47.75,10.96,1632,572,35.18,12.33,792,488,17.07,10.52,0,79.7,0
1400000US53033022001,53,33,22001,"Census Tract 220.01, King County, Washington",5542,947,650,17.09,11.73,3170,768,57.2,13.86,1425,707,25.71,12.75,0,79.7,0
1400000US53033022003,53,33,22003,"Census Tract 220.03, King County, Washington",5048,1153,554,22.84,10.97,2616,624,51.82,12.37,1279,536,25.34,10.62,0,79.7,0
1400000US53033022005,53,33,22005,"Census Tract 220.05, King County, Washington",5095,937,635,18.39,12.47,2489,714,48.85,14.02,1669,606,32.76,11.89,0,79.7,0
1400000US53033022006,53,33,22006,"Census Tract 220.06, King County, Washington",3900,419,436,10.74,11.19,2438,494,62.51,12.68,1043,434,26.74,11.14,0,79.7,0
1400000US53033022101,53,33,22101,"Census Tract 221.01, King County, Washington",5174,2121,548,40.99,10.59,1943,622,37.55,12.03,1110,551,21.45,10.65,1,79.5,0
1400000US53033022102,53,33,22102,"Census Tract 221.02, King County, Washington",6811,2125,770,31.2,11.31,3303,859,48.5,12.61,1383,725,20.31,10.65,0,79.7,0
1400000US53033022201,53,33,22201,"Census Tract 222.01, King County, Washington",4492,859,459,19.12,10.22,2853,514,63.51,11.43,780,440,17.36,9.79,0,79.7,0
1400000US53033022203,53,33,22203,"Census Tract 222.03, King County, Washington",5337,1829,635,34.27,11.9,2628,713,49.24,13.35,880,614,16.49,11.51,0,79.7,0
